timestamp,tag_id,ip,port,send_interval,latitude,longitude,battery_voltage
{"timestamp": "2025-07-01T19:27:02.949458", "tag_id": 26, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.50463, "longitude": -111.334099, "battery_voltage": 3.72}
{"timestamp": "2025-07-01T19:27:02.949772", "tag_id": 52, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504632, "longitude": -111.334087, "battery_voltage": 3.68}
{"timestamp": "2025-07-01T19:27:02.949862", "tag_id": 78, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.84}
{"timestamp": "2025-07-01T19:27:02.949931", "tag_id": 91, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 2.85}
{"timestamp": "2025-07-01T19:27:02.949993", "tag_id": 13, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504638, "longitude": -111.334098, "battery_voltage": 3.54}
{"timestamp": "2025-07-01T19:27:02.950058", "tag_id": 39, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.88}
{"timestamp": "2025-07-01T19:27:02.950121", "tag_id": 66, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.9}
{"timestamp": "2025-07-01T19:27:02.950191", "tag_id": 1, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504639, "longitude": -111.334096, "battery_voltage": 3.68}
{"timestamp": "2025-07-01T19:27:02.950252", "tag_id": 14, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504635, "longitude": -111.334097, "battery_voltage": 3.55}
{"timestamp": "2025-07-01T19:27:02.950314", "tag_id": 27, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504633, "longitude": -111.334103, "battery_voltage": 3.57}
{"timestamp": "2025-07-01T19:27:02.950370", "tag_id": 40, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504631, "longitude": -111.334094, "battery_voltage": 3.7}
{"timestamp": "2025-07-01T19:27:02.950430", "tag_id": 53, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504631, "longitude": -111.334096, "battery_voltage": 3.66}
{"timestamp": "2025-07-01T19:27:02.950485", "tag_id": 79, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.93}
{"timestamp": "2025-07-01T19:27:02.950544", "tag_id": 2, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504633, "longitude": -111.334097, "battery_voltage": 3.64}
{"timestamp": "2025-07-01T19:27:02.950597", "tag_id": 15, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504641, "longitude": -111.334095, "battery_voltage": 3.59}
{"timestamp": "2025-07-01T19:27:02.950655", "tag_id": 28, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504646, "longitude": -111.334093, "battery_voltage": 3.73}
{"timestamp": "2025-07-01T19:27:02.950710", "tag_id": 41, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504646, "longitude": -111.334084, "battery_voltage": 3.62}
{"timestamp": "2025-07-01T19:27:02.950771", "tag_id": 54, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504638, "longitude": -111.334087, "battery_voltage": 3.69}
{"timestamp": "2025-07-01T19:27:02.950848", "tag_id": 67, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.83}
{"timestamp": "2025-07-01T19:27:02.950911", "tag_id": 80, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 2.84}
{"timestamp": "2025-07-01T19:27:02.950968", "tag_id": 93, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 2.82}
{"timestamp": "2025-07-01T19:27:02.951026", "tag_id": 68, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.92}
{"timestamp": "2025-07-01T19:27:02.951083", "tag_id": 3, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504634, "longitude": -111.334105, "battery_voltage": 3.67}
{"timestamp": "2025-07-01T19:27:02.951142", "tag_id": 16, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504631, "longitude": -111.334103, "battery_voltage": 3.58}
{"timestamp": "2025-07-01T19:27:02.951195", "tag_id": 29, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.50463, "longitude": -111.334099, "battery_voltage": 3.74}
{"timestamp": "2025-07-01T19:27:02.951249", "tag_id": 42, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504637, "longitude": -111.334102, "battery_voltage": 3.68}
{"timestamp": "2025-07-01T19:27:02.951301", "tag_id": 55, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504628, "longitude": -111.334089, "battery_voltage": 3.67}
{"timestamp": "2025-07-01T19:27:02.951355", "tag_id": 81, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.86}
{"timestamp": "2025-07-01T19:27:02.951408", "tag_id": 94, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 2.77}
{"timestamp": "2025-07-01T19:27:02.951461", "tag_id": 69, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.69}
{"timestamp": "2025-07-01T19:27:02.951515", "tag_id": 43, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504632, "longitude": -111.334104, "battery_voltage": 3.75}
{"timestamp": "2025-07-01T19:27:02.951569", "tag_id": 82, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 3.93}
{"timestamp": "2025-07-01T19:27:02.951625", "tag_id": 56, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504625, "longitude": -111.334107, "battery_voltage": 3.64}
{"timestamp": "2025-07-01T19:27:02.951681", "tag_id": 17, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.50462, "longitude": -111.334095, "battery_voltage": 3.62}
{"timestamp": "2025-07-01T19:27:02.951740", "tag_id": 95, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 9999999.0, "longitude": 9999999.0, "battery_voltage": 2.84}
{"timestamp": "2025-07-01T19:27:02.951794", "tag_id": 30, "ip": "192.168.200.11", "port": 8686, "send_interval": 5, "latitude": 32.504633, "longitude": -111.334096, "battery_voltage": 3.62}
