timestamp,tag_id,voltage
2025-07-01T06:17:40.464629,89,3.55
2025-07-01T06:17:41.692824,1,4.07
2025-07-01T06:17:41.766487,2,4.14
2025-07-01T06:17:41.850151,3,4.11
2025-07-01T06:17:41.923827,4,3.52
2025-07-01T06:17:41.997553,5,4.08
2025-07-01T06:17:42.464695,89,3.57
2025-07-01T06:17:43.698152,1,4.07
2025-07-01T06:17:43.771917,2,4.15
2025-07-01T06:17:43.845321,3,4.1
2025-07-01T06:17:43.929063,4,3.49
2025-07-01T06:17:44.008186,5,4.08
2025-07-01T06:17:44.467842,89,3.6
2025-07-01T06:17:45.698715,1,4.08
2025-07-01T06:17:45.776601,2,4.15
2025-07-01T06:17:45.854364,3,4.12
2025-07-01T06:17:45.922755,4,3.51
2025-07-01T06:17:46.005681,5,4.1
2025-07-01T06:17:46.462098,89,3.58
2025-07-01T06:17:47.698528,1,4.09
2025-07-01T06:17:47.775980,2,4.15
2025-07-01T06:17:47.852774,3,4.11
2025-07-01T06:17:47.929414,4,3.5
2025-07-01T06:17:48.005240,5,4.08
2025-07-01T06:17:48.463559,89,3.61
2025-07-01T06:17:49.698810,1,4.11
2025-07-01T06:17:49.776573,2,4.15
2025-07-01T06:17:49.854518,3,4.14
2025-07-01T06:17:49.933442,4,3.51
2025-07-01T06:17:50.011926,5,4.07
2025-07-01T06:17:50.470792,89,3.6
2025-07-01T06:17:51.655125,1,4.11
2025-07-01T06:17:51.728140,2,4.17
2025-07-01T06:17:51.885542,4,3.51
2025-07-01T06:17:51.959546,5,4.07
2025-07-01T06:17:52.428078,89,3.6
2025-07-01T06:17:53.655296,1,4.1
2025-07-01T06:17:53.732732,2,4.15
2025-07-01T06:17:53.806740,3,4.11
2025-07-01T06:17:53.891213,4,3.49
2025-07-01T06:17:53.966250,5,4.09
2025-07-01T06:17:54.425509,89,3.61
2025-07-01T06:17:55.663065,1,4.09
2025-07-01T06:17:55.729994,2,4.15
2025-07-01T06:17:55.807887,3,4.13
2025-07-01T06:17:55.886345,4,3.51
2025-07-01T06:17:55.963553,5,4.08
2025-07-01T06:17:56.429389,89,3.58
2025-07-01T06:17:57.658244,1,4.1
2025-07-01T06:17:57.736419,2,4.13
2025-07-01T06:17:57.813851,3,4.1
2025-07-01T06:17:57.890830,4,3.51
2025-07-01T06:17:57.968999,5,4.09
2025-07-01T06:17:58.428451,89,3.59
2025-07-01T06:17:59.663843,1,4.08
2025-07-01T06:17:59.738295,2,4.14
2025-07-01T06:17:59.811906,3,4.1
2025-07-01T06:17:59.895374,4,3.51
2025-07-01T06:17:59.969062,5,4.08
2025-07-01T06:18:00.435162,89,3.61
2025-07-01T06:18:01.661041,1,4.09
2025-07-01T06:18:01.738604,2,4.15
2025-07-01T06:18:01.813892,3,4.11
2025-07-01T06:18:01.899139,4,3.51
2025-07-01T06:18:01.976719,5,4.08
2025-07-01T06:18:02.428829,89,3.6
2025-07-01T06:18:03.662345,1,4.08
2025-07-01T06:18:03.740300,2,4.15
2025-07-01T06:18:03.817981,3,4.1
2025-07-01T06:18:03.893121,4,3.51
2025-07-01T06:18:03.970932,5,4.07
2025-07-01T06:18:04.434462,89,3.62
2025-07-01T06:18:05.663333,1,4.11
2025-07-01T06:18:05.747329,2,4.16
2025-07-01T06:18:05.821605,3,4.1
2025-07-01T06:18:05.895237,4,3.51
2025-07-01T06:18:05.980255,5,4.09
2025-07-01T06:18:06.439836,89,3.6
2025-07-01T06:18:07.667790,1,4.11
2025-07-01T06:18:07.747359,2,4.14
2025-07-01T06:18:07.823118,3,4.1
2025-07-01T06:18:07.897791,4,3.51
2025-07-01T06:18:07.975793,5,4.07
2025-07-01T06:18:08.439348,89,3.59
2025-07-01T06:18:09.669894,1,4.09
2025-07-01T06:18:09.747434,2,4.16
2025-07-01T06:18:09.826646,3,4.09
2025-07-01T06:18:09.900038,4,3.52
2025-07-01T06:18:09.977925,5,4.08
2025-07-01T06:18:10.439545,89,3.61
2025-07-01T06:18:11.672409,1,4.09
2025-07-01T06:18:11.745242,2,4.14
2025-07-01T06:18:11.830767,3,4.11
2025-07-01T06:18:11.906860,4,3.49
2025-07-01T06:18:11.984797,5,4.08
2025-07-01T06:18:12.447454,89,3.6
2025-07-01T06:18:13.674947,1,4.08
2025-07-01T06:18:13.752760,2,4.14
2025-07-01T06:18:13.830702,3,4.12
2025-07-01T06:18:13.903984,4,3.49
2025-07-01T06:18:13.980272,5,4.12
2025-07-01T06:18:14.447503,89,3.6
2025-07-01T06:18:15.674515,1,4.1
2025-07-01T06:18:15.751479,2,4.16
2025-07-01T06:18:15.836134,3,4.1
2025-07-01T06:18:15.913863,4,3.51
2025-07-01T06:18:15.989837,5,4.08
2025-07-01T06:18:16.448595,89,3.61
2025-07-01T06:18:17.679063,1,4.1
2025-07-01T06:18:17.757407,2,4.17
2025-07-01T06:18:17.832098,3,4.15
2025-07-01T06:18:17.909821,4,3.51
2025-07-01T06:18:17.984140,5,4.06
2025-07-01T06:18:18.454051,89,3.57
2025-07-01T06:18:19.684061,1,4.1
2025-07-01T06:18:19.762018,2,4.16
2025-07-01T06:18:19.838413,3,4.12
2025-07-01T06:18:19.913949,4,3.5
2025-07-01T06:18:19.990368,5,4.05
2025-07-01T06:18:20.447419,89,3.59
2025-07-01T06:18:21.679554,1,4.09
2025-07-01T06:18:21.759721,2,4.14
2025-07-01T06:18:21.838470,3,4.15
2025-07-01T06:18:21.914905,4,3.51
2025-07-01T06:18:21.988395,5,4.08
2025-07-01T06:18:22.457121,89,3.58
2025-07-01T06:18:23.840789,3,4.1
2025-07-01T06:18:23.918733,4,3.51
2025-07-01T06:18:23.995716,5,4.06
2025-07-01T06:18:24.452065,89,3.58
2025-07-01T06:18:25.683839,1,4.1
2025-07-01T06:18:25.760335,2,4.14
2025-07-01T06:18:25.837911,3,4.13
2025-07-01T06:18:25.915415,4,3.49
2025-07-01T06:18:25.991398,5,4.07
2025-07-01T06:18:26.457743,89,3.56
2025-07-01T06:18:27.689539,1,4.1
2025-07-01T06:18:27.762982,2,4.13
2025-07-01T06:18:27.838119,3,4.1
2025-07-01T06:18:27.924426,4,3.51
2025-07-01T06:18:27.993451,5,4.08
2025-07-01T06:18:28.454971,89,3.56
2025-07-01T06:18:29.689676,1,4.08
2025-07-01T06:18:29.767557,2,4.13
2025-07-01T06:18:29.845382,3,4.14
2025-07-01T06:18:29.924163,4,3.51
2025-07-01T06:18:30.002416,5,4.08
2025-07-01T06:18:30.459270,89,3.57
2025-07-01T06:18:31.690085,1,4.09
2025-07-01T06:18:31.767367,2,4.16
2025-07-01T06:18:31.842501,3,4.12
2025-07-01T06:18:31.920723,4,3.51
2025-07-01T06:18:31.998634,5,4.08
2025-07-01T06:18:32.465699,89,3.57
2025-07-01T06:18:33.691498,1,4.12
2025-07-01T06:18:33.768034,2,4.1
2025-07-01T06:18:33.852821,3,4.1
2025-07-01T06:18:33.926546,4,3.5
2025-07-01T06:18:33.999699,5,4.06
2025-07-01T06:18:34.465538,89,3.55
2025-07-01T06:18:35.696144,1,4.1
2025-07-01T06:18:35.773932,2,4.12
2025-07-01T06:18:35.852130,3,4.1
2025-07-01T06:18:35.929852,4,3.49
2025-07-01T06:18:36.004491,5,4.08
2025-07-01T06:18:36.465817,89,3.54
2025-07-01T06:18:37.703886,1,4.1
2025-07-01T06:18:37.770041,2,4.09
2025-07-01T06:18:37.855109,3,4.08
2025-07-01T06:18:37.934890,4,3.5
2025-07-01T06:18:38.003508,5,4.06
2025-07-01T06:18:38.472553,89,3.56
2025-07-01T06:18:39.700518,1,4.11
2025-07-01T06:18:39.778731,2,4.12
2025-07-01T06:18:39.853185,3,4.08
2025-07-01T06:18:39.929350,4,3.51
2025-07-01T06:18:40.006996,5,4.07
2025-07-01T06:18:40.467653,89,3.57
2025-07-01T06:18:41.703030,1,4.13
2025-07-01T06:18:41.776532,2,4.09
2025-07-01T06:18:41.851838,3,4.08
2025-07-01T06:18:41.930371,4,3.5
2025-07-01T06:18:42.007117,5,4.1
2025-07-01T06:18:42.476229,89,3.59
2025-07-01T06:18:43.705948,1,4.1
2025-07-01T06:18:43.781551,2,4.1
2025-07-01T06:18:43.859630,3,4.09
2025-07-01T06:18:43.936818,4,3.5
2025-07-01T06:18:44.013905,5,4.07
2025-07-01T06:18:44.476675,89,3.57
2025-07-01T06:18:45.710688,1,4.1
2025-07-01T06:18:45.784436,2,4.1
2025-07-01T06:18:45.861830,3,4.1
2025-07-01T06:18:45.939798,4,3.51
2025-07-01T06:18:46.015934,5,4.08
2025-07-01T06:18:46.481371,89,3.54
2025-07-01T06:18:47.705410,1,4.08
2025-07-01T06:18:47.784292,2,4.11
2025-07-01T06:18:47.861948,3,4.1
2025-07-01T06:18:47.940039,4,3.5
2025-07-01T06:18:48.019296,5,4.09
2025-07-01T06:18:48.478053,89,3.56
2025-07-01T06:18:49.713125,1,4.12
2025-07-01T06:18:49.787177,2,4.14
2025-07-01T06:18:49.862408,3,4.08
2025-07-01T06:18:49.939933,4,3.5
2025-07-01T06:18:50.017817,5,4.09
2025-07-01T06:18:50.480308,89,3.58
2025-07-01T06:18:51.710897,1,4.13
2025-07-01T06:18:51.785523,2,4.13
2025-07-01T06:18:51.869459,3,4.07
2025-07-01T06:18:51.944089,4,3.46
2025-07-01T06:18:52.022234,5,4.09
2025-07-01T06:18:52.480951,89,3.6
2025-07-01T06:18:53.715619,1,4.1
2025-07-01T06:18:53.788957,2,4.15
2025-07-01T06:18:53.863526,3,4.11
2025-07-01T06:18:53.947788,4,3.47
2025-07-01T06:18:54.021355,5,4.06
2025-07-01T06:18:54.486743,89,3.59
2025-07-01T06:18:55.711241,1,4.1
2025-07-01T06:18:55.867998,3,4.08
