timestamp,tag_id,voltage
2025-06-30T04:55:53.899093,1,3.57
2025-06-30T04:55:53.974439,2,3.58
2025-06-30T04:55:54.058738,3,3.59
2025-06-30T04:55:54.133113,4,3.63
2025-06-30T04:55:54.207075,5,3.6
2025-06-30T04:55:55.898423,1,3.55
2025-06-30T04:55:55.983082,2,3.57
2025-06-30T04:55:56.057595,3,3.58
2025-06-30T04:55:56.132168,4,3.6
2025-06-30T04:55:56.206597,5,3.6
2025-06-30T04:55:57.903785,1,3.53
2025-06-30T04:55:57.978237,2,3.59
2025-06-30T04:55:58.062282,3,3.58
2025-06-30T04:55:58.136715,4,3.6
2025-06-30T04:55:58.210780,5,3.63
2025-06-30T04:55:59.901017,1,3.56
2025-06-30T04:55:59.985957,2,3.58
2025-06-30T04:56:00.062639,3,3.61
2025-06-30T04:56:00.137048,4,3.61
2025-06-30T04:56:00.210681,5,3.6
2025-06-30T04:56:01.908165,1,3.57
2025-06-30T04:56:01.982519,2,3.59
2025-06-30T04:56:02.056605,3,3.6
2025-06-30T04:56:02.141158,4,3.63
2025-06-30T04:56:02.215647,5,3.58
2025-06-30T04:56:03.906374,1,3.54
2025-06-30T04:56:03.991066,2,3.59
2025-06-30T04:56:04.138067,4,3.62
2025-06-30T04:56:04.212654,5,3.61
2025-06-30T04:56:05.916145,1,3.54
2025-06-30T04:56:05.990890,2,3.6
2025-06-30T04:56:06.064115,3,3.6
2025-06-30T04:56:06.138736,4,3.6
2025-06-30T04:56:06.224212,5,3.62
2025-06-30T04:56:07.917781,1,3.56
2025-06-30T04:56:07.991713,2,3.59
2025-06-30T04:56:08.065644,3,3.59
2025-06-30T04:56:08.140193,4,3.61
2025-06-30T04:56:08.216773,5,3.61
2025-06-30T04:56:09.913622,1,3.51
2025-06-30T04:56:09.987618,2,3.58
2025-06-30T04:56:10.072176,3,3.62
2025-06-30T04:56:10.146756,4,3.61
2025-06-30T04:56:10.221392,5,3.62
2025-06-30T04:56:11.922674,1,3.5
2025-06-30T04:56:11.995966,2,3.59
2025-06-30T04:56:12.069969,3,3.59
2025-06-30T04:56:12.142869,4,3.62
2025-06-30T04:56:12.228013,5,3.58
2025-06-30T04:56:13.918452,1,3.51
2025-06-30T04:56:13.993071,2,3.58
2025-06-30T04:56:14.077309,3,3.59
2025-06-30T04:56:14.150678,4,3.62
2025-06-30T04:56:14.225170,5,3.59
2025-06-30T04:56:15.919628,1,3.5
2025-06-30T04:56:15.993644,2,3.61
2025-06-30T04:56:16.078903,3,3.6
2025-06-30T04:56:16.152092,4,3.59
2025-06-30T04:56:16.225059,5,3.58
2025-06-30T04:56:17.841962,1,3.51
2025-06-30T04:56:17.927042,2,3.6
2025-06-30T04:56:18.074909,3,3.59
2025-06-30T04:56:18.075915,4,3.6
2025-06-30T04:56:18.233984,5,3.6
2025-06-30T04:56:19.851255,1,3.51
2025-06-30T04:56:19.925681,2,3.59
2025-06-30T04:56:19.999127,3,3.6
2025-06-30T04:56:20.156445,4,3.59
2025-06-30T04:56:20.157450,5,3.6
2025-06-30T04:56:21.850291,1,3.52
2025-06-30T04:56:21.924625,2,3.59
2025-06-30T04:56:21.998878,3,3.58
2025-06-30T04:56:22.083167,4,3.6
2025-06-30T04:56:22.157027,5,3.58
2025-06-30T04:56:23.854415,1,3.49
2025-06-30T04:56:23.928584,2,3.61
2025-06-30T04:56:24.002979,3,3.59
