timestamp,tag_id,voltage
2025-06-30T09:32:11.596793,1,3.35
2025-06-30T09:32:11.680489,2,3.46
2025-06-30T09:32:11.753260,3,3.47
2025-06-30T09:32:11.827685,4,3.49
2025-06-30T09:32:11.911753,5,3.49
2025-06-30T09:32:13.599784,1,3.34
2025-06-30T09:32:13.683626,2,3.45
2025-06-30T09:32:13.756166,3,3.48
2025-06-30T09:32:13.829121,4,3.48
2025-06-30T09:32:13.913597,5,3.5
2025-06-30T09:32:15.607458,1,3.35
2025-06-30T09:32:15.683070,2,3.45
2025-06-30T09:32:15.757565,3,3.47
2025-06-30T09:32:15.832222,4,3.5
2025-06-30T09:32:15.916314,5,3.48
2025-06-30T09:32:17.682653,2,3.45
2025-06-30T09:32:17.756007,3,3.49
2025-06-30T09:32:17.841286,4,3.51
2025-06-30T09:32:17.917192,5,3.49
2025-06-30T09:32:19.610838,1,3.4
2025-06-30T09:32:19.690489,2,3.43
2025-06-30T09:32:19.757791,3,3.49
2025-06-30T09:32:19.842507,4,3.49
2025-06-30T09:32:19.916097,5,3.45
2025-06-30T09:32:21.611931,1,3.36
2025-06-30T09:32:21.685910,2,3.46
2025-06-30T09:32:21.760458,3,3.48
2025-06-30T09:32:21.835415,4,3.52
2025-06-30T09:32:21.919626,5,3.45
2025-06-30T09:32:23.687182,2,3.45
2025-06-30T09:32:23.761761,3,3.49
2025-06-30T09:32:23.918941,5,3.43
2025-06-30T09:32:25.608685,1,3.35
2025-06-30T09:32:25.692497,2,3.45
2025-06-30T09:32:25.767332,3,3.46
2025-06-30T09:32:25.841609,4,3.52
2025-06-30T09:32:25.918953,5,3.44
2025-06-30T09:32:27.614185,1,3.37
2025-06-30T09:32:27.689585,2,3.44
2025-06-30T09:32:27.765875,3,3.45
2025-06-30T09:32:27.841483,4,3.51
2025-06-30T09:32:27.921704,5,3.43
2025-06-30T09:32:29.614814,1,3.38
2025-06-30T09:32:29.692399,2,3.45
2025-06-30T09:32:29.769962,3,3.44
2025-06-30T09:32:29.845547,4,3.5
2025-06-30T09:32:29.922595,5,3.44
2025-06-30T09:32:31.538903,1,3.35
2025-06-30T09:32:31.623079,2,3.44
2025-06-30T09:32:31.700052,3,3.44
2025-06-30T09:32:31.848331,4,3.52
2025-06-30T09:32:31.931904,5,3.45
2025-06-30T09:32:33.540358,1,3.37
2025-06-30T09:32:33.625412,2,3.45
2025-06-30T09:32:33.701015,3,3.44
2025-06-30T09:32:33.848816,5,3.45
2025-06-30T09:32:35.548995,1,3.39
2025-06-30T09:32:35.622319,2,3.45
2025-06-30T09:32:35.696874,3,3.42
2025-06-30T09:32:35.780887,4,3.51
2025-06-30T09:32:35.856453,5,3.47
2025-06-30T09:32:37.546735,1,3.37
2025-06-30T09:32:37.622192,2,3.46
2025-06-30T09:32:37.707242,3,3.43
2025-06-30T09:32:37.782248,4,3.5
2025-06-30T09:32:37.857814,5,3.44
2025-06-30T09:32:39.550129,1,3.37
2025-06-30T09:32:39.624859,2,3.45
2025-06-30T09:32:39.708755,3,3.45
2025-06-30T09:32:39.783310,4,3.5
2025-06-30T09:32:39.858120,5,3.52
2025-06-30T09:32:41.549325,1,3.39
2025-06-30T09:32:41.634266,2,3.44
2025-06-30T09:32:41.708814,3,3.46
2025-06-30T09:32:41.783984,4,3.51
2025-06-30T09:32:41.856605,5,3.51
2025-06-30T09:32:43.557623,1,3.41
2025-06-30T09:32:43.631766,2,3.45
2025-06-30T09:32:43.706635,3,3.45
2025-06-30T09:32:43.782183,4,3.51
2025-06-30T09:32:43.858330,5,3.49
2025-06-30T09:32:45.556646,1,3.38
2025-06-30T09:32:45.631575,2,3.46
2025-06-30T09:32:45.707304,3,3.45
2025-06-30T09:32:45.782862,4,3.51
2025-06-30T09:32:45.868515,5,3.48
2025-06-30T09:32:47.584146,1,3.37
2025-06-30T09:32:47.663048,2,3.45
2025-06-30T09:32:47.739510,3,3.45
2025-06-30T09:32:47.817566,4,3.51
2025-06-30T09:32:47.892454,5,3.5
2025-06-30T09:32:49.582427,1,3.4
2025-06-30T09:32:49.667081,2,3.43
2025-06-30T09:32:49.741412,3,3.45
2025-06-30T09:32:49.818104,4,3.49
2025-06-30T09:32:49.891317,5,3.49
2025-06-30T09:32:51.587933,1,3.39
2025-06-30T09:32:51.665833,2,3.46
2025-06-30T09:32:51.740586,3,3.45
2025-06-30T09:32:51.815555,4,3.52
2025-06-30T09:32:51.900692,5,3.47
2025-06-30T09:32:53.590449,1,3.4
2025-06-30T09:32:53.665614,2,3.46
2025-06-30T09:32:53.749373,3,3.48
2025-06-30T09:32:53.896754,5,3.5
2025-06-30T09:32:55.597666,1,3.39
2025-06-30T09:32:55.673359,2,3.45
2025-06-30T09:32:55.747778,3,3.48
2025-06-30T09:32:55.823992,4,3.51
2025-06-30T09:32:55.899179,5,3.5
2025-06-30T09:32:57.600559,1,3.36
2025-06-30T09:32:57.675247,2,3.46
2025-06-30T09:32:57.749510,3,3.46
2025-06-30T09:32:57.823643,4,3.48
2025-06-30T09:32:57.908624,5,3.48
2025-06-30T09:32:59.596627,1,3.41
2025-06-30T09:32:59.672058,2,3.45
2025-06-30T09:32:59.756571,3,3.47
2025-06-30T09:32:59.823630,4,3.52
2025-06-30T09:32:59.902718,5,3.49
2025-06-30T09:33:01.601101,1,3.41
2025-06-30T09:33:01.675607,2,3.42
2025-06-30T09:33:01.750607,3,3.45
2025-06-30T09:33:01.825918,4,3.5
