timestamp,tag_id,voltage
2025-06-30T05:21:09.873893,1,3.55
2025-06-30T05:21:09.958623,2,3.56
2025-06-30T05:21:10.035329,3,3.53
2025-06-30T05:21:10.109981,4,3.62
2025-06-30T05:21:10.189767,5,3.59
2025-06-30T05:21:11.878054,1,3.55
2025-06-30T05:21:11.951460,2,3.55
2025-06-30T05:21:12.035354,3,3.53
2025-06-30T05:21:12.109802,4,3.62
2025-06-30T05:21:12.183268,5,3.59
2025-06-30T05:21:13.880563,1,3.55
2025-06-30T05:21:13.958831,2,3.58
2025-06-30T05:21:14.034217,3,3.54
2025-06-30T05:21:14.108354,4,3.59
2025-06-30T05:21:14.185825,5,3.58
2025-06-30T05:21:15.888336,1,3.55
2025-06-30T05:21:15.964356,2,3.54
2025-06-30T05:21:16.038664,3,3.56
2025-06-30T05:21:16.114269,4,3.59
2025-06-30T05:21:16.189416,5,3.59
2025-06-30T05:21:17.883566,1,3.54
2025-06-30T05:21:17.957036,2,3.53
2025-06-30T05:21:18.043938,3,3.53
2025-06-30T05:21:18.118052,4,3.59
2025-06-30T05:21:18.192017,5,3.6
2025-06-30T05:21:19.883595,1,3.52
2025-06-30T05:21:19.959745,2,3.55
2025-06-30T05:21:20.035577,3,3.56
2025-06-30T05:21:20.119553,4,3.59
2025-06-30T05:21:20.193844,5,3.58
2025-06-30T05:21:21.961868,2,3.53
2025-06-30T05:21:22.038111,3,3.57
2025-06-30T05:21:22.123960,4,3.61
2025-06-30T05:21:22.201516,5,3.57
2025-06-30T05:21:23.887924,1,3.54
2025-06-30T05:21:23.965751,2,3.54
2025-06-30T05:21:24.044584,3,3.55
2025-06-30T05:21:24.122546,4,3.6
2025-06-30T05:21:24.201499,5,3.58
2025-06-30T05:21:25.889336,1,3.55
2025-06-30T05:21:25.968166,2,3.53
2025-06-30T05:21:26.045215,3,3.56
2025-06-30T05:21:26.120960,4,3.6
2025-06-30T05:21:26.199643,5,3.59
2025-06-30T05:21:27.895686,1,3.54
2025-06-30T05:21:27.901719,2,3.53
2025-06-30T05:21:28.044658,3,3.54
2025-06-30T05:21:28.130573,4,3.59
2025-06-30T05:21:28.205077,5,3.59
2025-06-30T05:21:29.818001,1,3.57
2025-06-30T05:21:29.969139,2,3.56
2025-06-30T05:21:29.970143,3,3.56
2025-06-30T05:21:30.055179,4,3.59
2025-06-30T05:21:30.208579,5,3.61
2025-06-30T05:21:31.821232,1,3.53
2025-06-30T05:21:31.898359,2,3.54
2025-06-30T05:21:31.976627,3,3.56
2025-06-30T05:21:32.133480,4,3.59
2025-06-30T05:21:32.134484,5,3.59
2025-06-30T05:21:33.822748,1,3.54
2025-06-30T05:21:33.901617,2,3.54
2025-06-30T05:21:33.980932,3,3.58
2025-06-30T05:21:34.056529,4,3.59
2025-06-30T05:21:34.133286,5,3.59
2025-06-30T05:21:35.826318,1,3.55
2025-06-30T05:21:35.903913,2,3.59
2025-06-30T05:21:35.983074,3,3.6
2025-06-30T05:21:36.060063,4,3.62
2025-06-30T05:21:36.129238,5,3.6
2025-06-30T05:21:37.828127,1,3.53
2025-06-30T05:21:37.906236,2,3.58
2025-06-30T05:21:37.984851,3,3.58
2025-06-30T05:21:38.061484,4,3.59
2025-06-30T05:21:38.136821,5,3.61
2025-06-30T05:21:39.827308,1,3.53
2025-06-30T05:21:39.904732,2,3.58
2025-06-30T05:21:39.982331,3,3.58
2025-06-30T05:21:40.056849,4,3.61
2025-06-30T05:21:40.135990,5,3.58
2025-06-30T05:21:41.834759,1,3.56
2025-06-30T05:21:41.910217,2,3.57
2025-06-30T05:21:41.984753,3,3.57
2025-06-30T05:21:42.060661,4,3.6
2025-06-30T05:21:42.136823,5,3.56
2025-06-30T05:21:43.832498,1,3.53
2025-06-30T05:21:43.908692,2,3.61
2025-06-30T05:21:43.986518,3,3.57
2025-06-30T05:21:44.061898,4,3.62
2025-06-30T05:21:44.137825,5,3.57
2025-06-30T05:21:45.832248,1,3.55
2025-06-30T05:21:45.918509,2,3.57
2025-06-30T05:21:45.991710,3,3.61
2025-06-30T05:21:46.070481,4,3.59
2025-06-30T05:21:46.139625,5,3.61
2025-06-30T05:21:47.838639,1,3.55
2025-06-30T05:21:47.918923,2,3.57
2025-06-30T05:21:47.993535,3,3.59
2025-06-30T05:21:48.068360,4,3.6
2025-06-30T05:21:48.147622,5,3.59
2025-06-30T05:21:49.841434,1,3.54
2025-06-30T05:21:49.914653,2,3.59
2025-06-30T05:21:49.990716,3,3.58
2025-06-30T05:21:50.066557,4,3.6
2025-06-30T05:21:50.151695,5,3.59
2025-06-30T05:21:51.844765,1,3.54
2025-06-30T05:21:51.913128,2,3.58
2025-06-30T05:21:52.000531,3,3.59
2025-06-30T05:21:52.067091,4,3.6
2025-06-30T05:21:52.144792,5,3.58
2025-06-30T05:21:53.846939,1,3.54
2025-06-30T05:21:53.922390,2,3.59
2025-06-30T05:21:53.998713,3,3.58
2025-06-30T05:21:54.072061,4,3.6
2025-06-30T05:21:54.146727,5,3.58
2025-06-30T05:21:55.848035,1,3.54
2025-06-30T05:21:55.926172,2,3.57
2025-06-30T05:21:56.000902,3,3.58
2025-06-30T05:21:56.152781,5,3.58
2025-06-30T05:21:57.844600,1,3.51
2025-06-30T05:21:57.923513,2,3.56
2025-06-30T05:21:57.998659,3,3.58
2025-06-30T05:21:58.074360,4,3.59
2025-06-30T05:21:58.156676,5,3.59
2025-06-30T05:21:59.846853,1,3.52
2025-06-30T05:21:59.926795,2,3.58
2025-06-30T05:22:00.001899,3,3.59
2025-06-30T05:22:00.077593,4,3.61
2025-06-30T05:22:00.152607,5,3.61
2025-06-30T05:22:01.849907,1,3.52
2025-06-30T05:22:01.928406,2,3.57
2025-06-30T05:22:02.003889,3,3.59
2025-06-30T05:22:02.081976,4,3.6
2025-06-30T05:22:02.156636,5,3.58
2025-06-30T05:22:03.850895,1,3.55
2025-06-30T05:22:03.924551,2,3.57
2025-06-30T05:22:04.010712,3,3.6
2025-06-30T05:22:04.079494,4,3.6
2025-06-30T05:22:04.166927,5,3.56
2025-06-30T05:22:06.106590,2,3.58
2025-06-30T05:22:06.185531,5,3.53
2025-06-30T05:22:07.875693,1,3.53
2025-06-30T05:22:07.950147,2,3.59
2025-06-30T05:22:08.025930,3,3.58
2025-06-30T05:22:08.112672,4,3.62
2025-06-30T05:22:08.180800,5,3.54
2025-06-30T05:22:09.878045,1,3.54
2025-06-30T05:22:09.958959,2,3.58
2025-06-30T05:22:10.034324,3,3.6
2025-06-30T05:22:10.186617,5,3.55
2025-06-30T05:22:11.877029,1,3.55
2025-06-30T05:22:11.955050,2,3.59
2025-06-30T05:22:12.033184,3,3.62
2025-06-30T05:22:12.193922,5,3.56
2025-06-30T05:22:13.881134,1,3.52
2025-06-30T05:22:13.962675,2,3.57
2025-06-30T05:22:14.042578,3,3.61
2025-06-30T05:22:14.109326,4,3.58
2025-06-30T05:22:14.197040,5,3.57
2025-06-30T05:22:15.880588,1,3.53
2025-06-30T05:22:15.958309,2,3.58
2025-06-30T05:22:16.034717,3,3.56
2025-06-30T05:22:16.114709,4,3.6
2025-06-30T05:22:16.189618,5,3.57
2025-06-30T05:22:17.890993,1,3.55
2025-06-30T05:22:17.969544,2,3.59
2025-06-30T05:22:18.046420,3,3.59
2025-06-30T05:22:18.113796,4,3.59
2025-06-30T05:22:18.199410,5,3.56
2025-06-30T05:22:19.890616,1,3.53
2025-06-30T05:22:19.970726,2,3.58
2025-06-30T05:22:20.038036,3,3.57
2025-06-30T05:22:20.118077,4,3.6
2025-06-30T05:22:20.196622,5,3.58
2025-06-30T05:22:21.889444,1,3.53
2025-06-30T05:22:21.968344,2,3.58
2025-06-30T05:22:22.043279,3,3.6
2025-06-30T05:22:22.195295,5,3.59
2025-06-30T05:22:23.892790,1,3.56
2025-06-30T05:22:23.966932,2,3.59
2025-06-30T05:22:24.041378,3,3.59
2025-06-30T05:22:24.126044,4,3.59
2025-06-30T05:22:24.127432,5,3.61
2025-06-30T05:22:25.900721,1,3.54
2025-06-30T05:22:25.906718,2,3.6
2025-06-30T05:22:26.043788,3,3.58
2025-06-30T05:22:26.045791,4,3.6
2025-06-30T05:22:26.132549,5,3.58
2025-06-30T05:22:27.823959,1,3.53
2025-06-30T05:22:27.898226,2,3.56
2025-06-30T05:22:27.970635,3,3.55
2025-06-30T05:22:28.052414,4,3.59
2025-06-30T05:22:28.128418,5,3.57
2025-06-30T05:22:29.816839,1,3.53
2025-06-30T05:22:29.897292,2,3.61
2025-06-30T05:22:29.978175,3,3.53
2025-06-30T05:22:30.054859,4,3.6
2025-06-30T05:22:30.129650,5,3.6
2025-06-30T05:22:31.825623,1,3.54
2025-06-30T05:22:31.901630,2,3.59
2025-06-30T05:22:31.980775,3,3.53
2025-06-30T05:22:32.055641,4,3.59
2025-06-30T05:22:32.132562,5,3.58
2025-06-30T05:22:33.830763,1,3.56
2025-06-30T05:22:33.899960,2,3.58
2025-06-30T05:22:33.978374,3,3.56
2025-06-30T05:22:34.055641,4,3.6
2025-06-30T05:22:34.132733,5,3.59
2025-06-30T05:22:35.829120,1,3.55
2025-06-30T05:22:35.903602,2,3.61
2025-06-30T05:22:35.977034,3,3.56
2025-06-30T05:22:36.061839,4,3.61
